ordinal	counterfactual_index	witness_ordinal	from_aspect	to_aspect	rule_style	match_path	source_path	target_path	arena_path	witness_arena_path	trit_delta	closure_effect	color_hex	semantic_cost	fingerprint
2654	2654	190	fuzz_soundness_object	propagator_cell_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#1E8CF3	1.16672	0xdd7a216f2e5e0ac4
2655	2655	190	fuzz_soundness_object	abductive_world_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#6DF295	1.107126	0x57a829254074146e
2656	2656	190	fuzz_soundness_object	ternary_regression_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#5A75C6	1.493939	0xaeffceb4260931ec
2657	2657	190	fuzz_soundness_object	nonriemannian_gate_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#F41EF8	1.204292	0x20a33de176540738
2658	2658	190	fuzz_soundness_object	exa_loop_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#44627B	0.845832	0xc46df81843e2c0a5
2659	2659	190	fuzz_soundness_object	aqua_hygiene_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#A43D82	1.201569	0x706644aa5d516984
2660	2660	190	fuzz_soundness_object	scip_catcolab_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#9C85EA	1.018228	0x8478713e802e6b4e
2661	2661	191	ternary_regression_object	color_space_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#E2220D	1.150922	0x153f80368c1a701d
2662	2662	191	ternary_regression_object	trit_tick_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#235EA1	0.740304	0x2b5a867f3f97e9d2
2663	2663	191	ternary_regression_object	rng_determinism_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#C18A48	1.207025	0x8583c0b8f18287c9
2664	2664	191	ternary_regression_object	parallel_invariance_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#3A2E64	0.805878	0xd46deb32b50b7dae
2665	2665	191	ternary_regression_object	palette_interface_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#CD3EBF	0.323832	0x7d46e0a18f76638f
2666	2666	191	ternary_regression_object	lisp_semantics_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#043AA4	0.562468	0xc1e7c0b11cd08d55
2667	2667	191	ternary_regression_object	entropy_source_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#4E6689	0.650447	0x799993a88a09027d
2668	2668	191	ternary_regression_object	propagator_cell_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#6004E2	0.661177	0x06a685432ee665b1
2669	2669	191	ternary_regression_object	abductive_world_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#3C8E47	1.005353	0x4f98189241d1b5bc
2670	2670	191	ternary_regression_object	fuzz_soundness_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#61D438	0.977629	0x81d562a99679b8fc
2671	2671	191	ternary_regression_object	nonriemannian_gate_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#93C2BE	0.983202	0x3ffe05f31cefb061
2672	2672	191	ternary_regression_object	exa_loop_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#2C93D6	0.894501	0xec9377191d18e614
2673	2673	191	ternary_regression_object	aqua_hygiene_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#4AA4EA	0.538013	0x13025811a366cada
2674	2674	191	ternary_regression_object	scip_catcolab_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#F9C7E6	0.759072	0x18fbe37ff9758dee
2675	2675	192	nonriemannian_gate_object	color_space_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#25DD00	1.559437	0xd52d02b97b9a6a82
2676	2676	192	nonriemannian_gate_object	trit_tick_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#9EDE97	1.290333	0xa5c9101b2e022695
2677	2677	192	nonriemannian_gate_object	rng_determinism_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#44338B	0.640069	0x983753454b4c9219
2678	2678	192	nonriemannian_gate_object	parallel_invariance_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#3FBF36	1.196969	0x68558303a14ab497
2679	2679	192	nonriemannian_gate_object	palette_interface_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#BB5B82	1.270605	0x7048c64ec6630b52
2680	2680	192	nonriemannian_gate_object	lisp_semantics_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#334664	0.588105	0xa5f045f6c8c89b04
2681	2681	192	nonriemannian_gate_object	entropy_source_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#CC45F2	0.97975	0x05f039b972d9090a
2682	2682	192	nonriemannian_gate_object	propagator_cell_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#2BFDD4	0.636539	0xdded0866a58b0af6
2683	2683	192	nonriemannian_gate_object	abductive_world_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#4F74B7	1.252215	0x6390650407269146
2684	2684	192	nonriemannian_gate_object	fuzz_soundness_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#E17C00	0.477368	0xe859063e5cd551b3
2685	2685	192	nonriemannian_gate_object	ternary_regression_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#52E873	1.195017	0x14ca1dcbdce77021
2686	2686	192	nonriemannian_gate_object	exa_loop_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#87DA82	1.231236	0xfd6ea3e51f9b89e1
2687	2687	192	nonriemannian_gate_object	aqua_hygiene_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#DAF277	1.401657	0x51e25e63ebbcedef
2688	2688	192	nonriemannian_gate_object	scip_catcolab_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#087DB3	1.175542	0xca50c32cb1d96475
2689	2689	193	exa_loop_object	color_space_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#E540EF	0.433364	0xab83aa3823b2a3d4
2690	2690	193	exa_loop_object	trit_tick_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#2E9A6B	1.002291	0x506ad843b5ca24ce
2691	2691	193	exa_loop_object	rng_determinism_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#5CE0F6	1.403526	0x82175ad08be42929
2692	2692	193	exa_loop_object	parallel_invariance_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#09D698	0.824891	0x62634ee94a841a20
2693	2693	193	exa_loop_object	palette_interface_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#CF8AEB	1.124179	0xa4e47d205edde1ff
2694	2694	193	exa_loop_object	lisp_semantics_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#6ABE02	1.260135	0x5c51f507fdf1e71d
2695	2695	193	exa_loop_object	entropy_source_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#66748A	0.857426	0xae2c963606e96264
2696	2696	193	exa_loop_object	propagator_cell_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#957010	1.450423	0x48b817804f5754c6
2697	2697	193	exa_loop_object	abductive_world_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#154451	0.45241	0x2ef169420d8b09d7
2698	2698	193	exa_loop_object	fuzz_soundness_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#9DEDD3	1.229917	0x8064011f6aaecb1e
2699	2699	193	exa_loop_object	ternary_regression_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#F19840	1.358034	0xf84f12be6c736ab7
2700	2700	193	exa_loop_object	nonriemannian_gate_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#5B13F9	1.126422	0x099493ef52394e6d
2701	2701	193	exa_loop_object	aqua_hygiene_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#97A738	0.795247	0x7a6edf46311055d4
2702	2702	193	exa_loop_object	scip_catcolab_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#0E3EFD	0.872488	0x51247fd35527890d
2703	2703	194	aqua_hygiene_object	color_space_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#CC8666	1.294382	0x3d9f7e63af5cb1f1
2704	2704	194	aqua_hygiene_object	trit_tick_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#BA750D	0.755195	0xebdf0eb5411148b8
2705	2705	194	aqua_hygiene_object	rng_determinism_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#B4149D	1.048587	0x1d768dd4dab70f31
2706	2706	194	aqua_hygiene_object	parallel_invariance_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#DB5CF1	1.127565	0x5b807e82456312d8
2707	2707	194	aqua_hygiene_object	palette_interface_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#ADC397	0.479796	0x3004d5ff6dcd59eb
2708	2708	194	aqua_hygiene_object	lisp_semantics_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#3D6D34	0.544662	0x909729f31ce106f0
2709	2709	194	aqua_hygiene_object	entropy_source_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#C6AE8D	0.885718	0x90322a6f29e39e04
2710	2710	194	aqua_hygiene_object	propagator_cell_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#F65BF5	0.465429	0x5ebc898df2887c9a
2711	2711	194	aqua_hygiene_object	abductive_world_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#E9FDEA	1.325823	0x76b8f3b8ac2bf9fe
2712	2712	194	aqua_hygiene_object	fuzz_soundness_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#8769F3	0.764296	0x448c475bab11c910
2713	2713	194	aqua_hygiene_object	ternary_regression_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#8F5C92	0.515459	0x9899a640aa5d7d98
2714	2714	194	aqua_hygiene_object	nonriemannian_gate_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#841740	0.950828	0x7f16f891e67ce252
2715	2715	194	aqua_hygiene_object	exa_loop_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#F3A1E4	0.984514	0x9f79ea3f77ccc017
2716	2716	194	aqua_hygiene_object	scip_catcolab_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#A47F84	1.126751	0x50c6b24f63acb284
2717	2717	195	scip_catcolab_object	color_space_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#699ED8	0.748149	0x9f6b0a4a915c5bd3
2718	2718	195	scip_catcolab_object	trit_tick_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#8EF9C7	0.507037	0x4895f334b5dc6331
2719	2719	195	scip_catcolab_object	rng_determinism_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#D4EF72	0.474413	0x31d70392448b410c
2720	2720	195	scip_catcolab_object	parallel_invariance_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#6CF1D0	1.158942	0x0837550aa410399c
2721	2721	195	scip_catcolab_object	palette_interface_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#FDFFB9	0.893775	0xbe562d1261af8934
2722	2722	195	scip_catcolab_object	lisp_semantics_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#AC90A9	0.526382	0x5da50ea7361328ed
2723	2723	195	scip_catcolab_object	entropy_source_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#CB79F4	0.994068	0xb4d0cfa2e09fa0b9
2724	2724	195	scip_catcolab_object	propagator_cell_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#F6F4AF	0.891479	0x16d7e0e7a808f393
2725	2725	195	scip_catcolab_object	abductive_world_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#25A064	0.610418	0x9d14e4cbc4eed244
2726	2726	195	scip_catcolab_object	fuzz_soundness_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#013912	1.055307	0xf7aca1c9c5bc6712
2727	2727	195	scip_catcolab_object	ternary_regression_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#81086E	0.757407	0x2bfc640c5a6e28ab
2728	2728	195	scip_catcolab_object	nonriemannian_gate_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#60A7F9	0.22735	0xffbc3fc632f5e92a
2729	2729	195	scip_catcolab_object	exa_loop_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#6D82AF	0.458946	0x96dd435341c28c8a
2730	2730	195	scip_catcolab_object	aqua_hygiene_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#7006C7	0.673697	0x2b19334b2cc10429
2731	2731	196	color_space_object	trit_tick_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#BC06C3	1.165011	0x0529c32d7a3e5508
2732	2732	196	color_space_object	rng_determinism_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#F5D4DB	1.243002	0xaaa7cdbe6b4489c0
2733	2733	196	color_space_object	parallel_invariance_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#94399B	1.136064	0x7665cb104f577461
2734	2734	196	color_space_object	palette_interface_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#12D47E	0.845049	0xb56e749e6babfaa4
2735	2735	196	color_space_object	lisp_semantics_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#6AD7F5	0.860897	0xb6ae67df62fbbbb8
2736	2736	196	color_space_object	entropy_source_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#5FB2A7	0.911451	0x03abb9772183be5b
2737	2737	196	color_space_object	propagator_cell_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#D8C9DB	1.121968	0x675af067fca8ceec
2738	2738	196	color_space_object	abductive_world_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#46FE96	1.462432	0x1f19185df456d43b
2739	2739	196	color_space_object	fuzz_soundness_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#66D658	0.804801	0x305a8639d510a8f4
2740	2740	196	color_space_object	ternary_regression_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#DE95F2	0.69584	0x58cde892e5da0ab0
2741	2741	196	color_space_object	nonriemannian_gate_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#514D32	1.149604	0xb197040b9938340d
2742	2742	196	color_space_object	exa_loop_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#37AAD3	0.771593	0xddce79b845d0fabc
2743	2743	196	color_space_object	aqua_hygiene_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#A3E34F	1.096479	0x9667a3961e36f34f
2744	2744	196	color_space_object	scip_catcolab_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#1B4CF5	1.217436	0xf9f972aa90b6895e
2745	2745	197	trit_tick_object	color_space_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#23E6AB	0.935789	0xe41ed397aaede825
2746	2746	197	trit_tick_object	rng_determinism_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#006F67	0.549376	0xe00efe8a0eecb96a
2747	2747	197	trit_tick_object	parallel_invariance_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#5223EC	1.168351	0xa455a66e05f36e94
2748	2748	197	trit_tick_object	palette_interface_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#4A2AD7	0.805594	0x11963ed418b02c1b
2749	2749	197	trit_tick_object	lisp_semantics_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#C47549	0.978631	0x1c2520c16dd4cae6
2750	2750	197	trit_tick_object	entropy_source_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#6A0239	1.007889	0x57337dbff6584c4b
2751	2751	197	trit_tick_object	propagator_cell_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#E0DA36	0.410793	0x7b6b5525a3a50792
2752	2752	197	trit_tick_object	abductive_world_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#8B6A8B	1.102371	0x1dc6b86616ad02c3
2753	2753	197	trit_tick_object	fuzz_soundness_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#143B50	0.953313	0x0d892823179de3c8
2754	2754	197	trit_tick_object	ternary_regression_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#015A13	0.614449	0xfe3ebd3fa207d16d
2755	2755	197	trit_tick_object	nonriemannian_gate_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#22E7E4	0.421808	0xf099acccccf2c3e9
2756	2756	197	trit_tick_object	exa_loop_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#E85882	0.688576	0xd15f969122c2fc0c
2757	2757	197	trit_tick_object	aqua_hygiene_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	0	same_trit_relabel	#053DDC	0.613835	0x7f1cb776315f92ee
2758	2758	197	trit_tick_object	scip_catcolab_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#298604	1.264464	0x9960dba12e0cdd41
2759	2759	198	rng_determinism_object	color_space_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#D0EB1D	0.667749	0x97643861bad113c5
2760	2760	198	rng_determinism_object	trit_tick_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#D8A6C9	0.519721	0x6e540bec5b057a4c
2761	2761	198	rng_determinism_object	parallel_invariance_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	1	positive_shift	#AED264	1.439647	0xb834399b2208fb65
2762	2762	198	rng_determinism_object	palette_interface_object	colored_bisimulation_candidate	has_aspect	has_counterfactual;from_aspect	has_counterfactual;to_aspect	has_counterfactual;shared_in	witness_arena	-1	negative_shift	#BA8F12	1.192336	0x3cab48b696c55155
